patient258_0,,(-0.001855404209479268+0j),(5.36363443158189e-05+0j),(-0.001144168466848975+0j),(0.00012695290727745445+0j),(0.0015293435431985485+0j),(0.0013074357723285815+0j),(0.003371470729126404+0j),(0.000488748640099942+0j),(-0.0021400806266760044+0j),(-0.0007553332004926075+0j),(-0.0013130461658378255+0j),(0.001941769920250699+0j),0.016725595155845964,0.01845980363737478,0.013955337347439856,0.013948626585252494,0.014609913611386595,0.015311215331834811,0.013981894722086722,0.01435478938254035,0.011896759474432535,0.01298307217212206,0.013212706108208745,0.012538978789577517,0.000279745533317258,0.00034076435033043515,0.0001947514404808497,0.00019456418361481266,0.00021344957573217927,0.00023443331493781336,0.0001954933800195165,0.00020605997821709316,0.0001415328859925003,0.00016856016302653024,0.00017457560270189667,0.00015722598908547486,(-6.114800056226279+0j),(13.496880787424093+0j),(nan+0j),(nan+0j),(5.735165644765785+0j),(nan+0j),(nan+0j),(2.9689002480314075+0j),(-22.14633928525174+0j),(nan+0j),(12.784979763091751+0j),(12.905313776105798+0j),(280.32240502185306+0j),(91.80733430579691+0j),(nan+0j),(nan+0j),(18.409673905786235+0j),(nan+0j),(nan+0j),(15.920686943376555+0j),(179.81766808577373+0j),(nan+0j),(-48.05311379167701+0j),(39.76791935691291+0j)
patient258_1,,(-0.004992759745906331+3.7305881203802306e-20j),(-0.0019320252649220925-1.119176436114069e-19j),(0.004538564102384485+0j),(-0.0010892930997680513-1.8652940601901153e-20j),(0.0011680431525036743-1.3989705451425866e-19j),(-0.0009438095073568078+7.461176240760461e-20j),(0.001391660995211666+2.331617575237644e-21j),(0.0009271568924271617+0j),(-0.002921217824018504+5.595882180570345e-20j),(-4.905265225439073e-06-2.3316175752376443e-20j),(0.0013385457952924719-1.8652940601901153e-20j),(5.445204859644177e-05+1.8652940601901153e-20j),0.015638487376067583,0.01724513612069948,0.015499237205560795,0.014155494097629,0.014556783016289503,0.014981129322256618,0.013402926333331589,0.013858698430121535,0.015930699566984896,0.01365687788069198,0.008256821145340282,0.010345875252553854,0.00024456228741142515,0.00029739471982145394,0.00024022635395423998,0.00020037801314800945,0.0002118999317833345,0.00022443423577017706,0.00017963843429671337,0.0001920635221770531,0.00025378718869353275,0.00018651031344813388,6.81750954261384e-05,0.00010703713474140625,(nan+0j),(13.830713622798186-1.1060716312608883e-16j),(5.004878199725959-1.563274718859443e-16j),(nan+0j),(nan+0j),(4.990246283179327+7.531710160235942e-17j),(nan+0j),(-0.7877376674673902+8.792037642575971e-18j),(2.192856904777972+2.1651946503436491e-16j),(nan+0j),(nan+0j),(nan+0j),(nan+0j),(349.0998316414988+4.318192559336624e-14j),(9.843360582506426-7.604438687473585e-16j),(nan+0j),(nan+0j),(9.779804020424447+3.187906769930049e-16j),(nan+0j),(6.666606564714398+1.7839294473360334e-16j),(15.152743738109503-2.928022145088329e-15j),(nan+0j),(nan+0j),(nan+0j)
patient258_2,,(-0.001600860971456151+0j),(-0.0049576661898829465+0j),(0.002056765847168273+0j),(-0.0003865165587124725+0j),(0.002655777983671367+0j),(0.0003253113722971912+0j),(0.00014142278586128893+0j),(5.695108188023389e-05+0j),(0.0011980105653514477+0j),(-0.00108056067846566+0j),(-0.0020365579038354917+0j),(0.0018225582515488004+0j),0.0179178512055782,0.017108933122063814,0.013679568627570799,0.01581683439296337,0.015985601572614725,0.014686244647861325,0.01320057788047571,0.01387955250765406,0.011790178806071267,0.009705428006476212,0.011231775414606966,0.014468725001098092,0.0003210493918252401,0.0002927155925752522,0.00018713059783641924,0.00025017225021442893,0.00025553945763838237,0.0002156857818568354,0.00017425525637850456,0.0001926419778127261,0.00013900831627913207,9.419533278889284e-05,0.0001261527789641695,0.000209344003157401,(-5.133625584820403+0j),(nan+0j),(11.108896672531467+0j),(nan+0j),(-0.7418205472188094+0j),(nan+0j),(nan+0j),(2.097049490478752+0j),(nan+0j),(1.1698900496540638+0j),(5.567385204428502+0j),(nan+0j),(39.15866898764641+0j),(nan+0j),(228.52884963849704+0j),(nan+0j),(7.477164229886883+0j),(nan+0j),(nan+0j),(7.606529696000393+0j),(nan+0j),(-21.868810209202504+0j),(-47.05924396732053+0j),(nan+0j)
patient258_3,,(-0.0032176002093465632+0j),(0.000805148649325603+0j),(-0.002408096873926654+0j),(-0.0019719497941017754+0j),(0.0009473175873948474+0j),(-0.0009586362927817557+0j),(-0.0011556330619684413+0j),(-0.0004682022252594415+0j),(-0.0034468327135100327+0j),(-0.00033226950812825193+0j),(-0.0007445504101653001+0j),(0.0010536812700880124+0j),0.015560340822467105,0.016008176974150093,0.013620859493999873,0.015321280836422355,0.016718416349264492,0.014321584875253987,0.01128589838562917,0.015365741974399251,0.016080863421945334,0.011310947451121673,0.012209296034631686,0.011888128768282978,0.0002421242065113363,0.0002562617300357092,0.0001855278133552865,0.0002347416464685229,0.0002795054452273542,0.00020510779333910377,0.00012737150237074712,0.000236106026423815,0.0002585941683952594,0.00012793753224203588,0.000149066909661273,0.00014132760561127736,(-6.908198298217846+0j),(nan+0j),(0.7662054462200162+0j),(nan+0j),(-0.35420153193095666+0j),(nan+0j),(nan+0j),(-11.214455957002842+0j),(-17.286194196349243+0j),(-18.098116143045868+0j),(-1197.8833604354495+0j),(nan+0j),(15.880200731206688+0j),(nan+0j),(7.111146547440647+0j),(nan+0j),(6.072725582423333+0j),(nan+0j),(nan+0j),(36.28981583233346+0j),(-11.933651488873723+0j),(104.30143105561456+0j),(-19607.627718390013+0j),(nan+0j)
patient258_4,,(0.000968236460997396+0j),(-0.0018226259146694552+0j),(0.0016928541714252147+0j),(0.0006841792811246363+0j),(0.00035576359328516285+0j),(-0.0008705609229453598+0j),(-0.000520851158195667+0j),(0.0016228934574905748+0j),(0.0017904524890370625+0j),(0.0034175656775613+0j),(0.0008189320687605683+0j),(-0.0005842319150302996+0j),0.01646261680769537,0.016580613112473008,0.0164262096250162,0.013074137509028158,0.014605776182898223,0.016391879932556808,0.015865030473786023,0.013931308636367096,0.013722934426610987,0.013529192600137078,0.010101806088367525,0.009048782984633958,0.000271017752157014,0.00027491673118551187,0.0002698203626449748,0.000170933071604977,0.000213328697904917,0.0002686937277233586,0.0002516991919341592,0.00019408136032171645,0.000188318929277065,0.00018303905241160389,0.0001020464862469792,8.188047350300105e-05,(-0.7518191878670718+0j),(nan+0j),(14.633635459399086+0j),(nan+0j),(4.192579698253447+0j),(nan+0j),(nan+0j),(-0.2959371510377487+0j),(nan+0j),(5.1046751297925015+0j),(nan+0j),(nan+0j),(31.9083556996679+0j),(nan+0j),(51.281991605482986+0j),(nan+0j),(149.02386256405353+0j),(nan+0j),(nan+0j),(5.322002463846701+0j),(nan+0j),(-15.859017440314846+0j),(nan+0j),(nan+0j)
patient258_5,,(-0.0033393724122017907-7.62515813616179e-20j),(0.0009099966762385055+3.812579068080895e-20j),(0.004681508922238326+0j),(0.0006828457052048265-1.1437737204242684e-19j),(-0.0013754554017476068+7.62515813616179e-20j),(-0.0015565642197335919+9.531447670202238e-21j),(0.0001379176261183857+7.62515813616179e-20j),(0.00113876737818189+1.6680033422853915e-19j),(0.00033706246719816417+7.62515813616179e-20j),(0.0013606340722898316+5.718868602121342e-20j),(-0.0003751067121519556+0j),(0.0004803651457635002+2.859434301060671e-20j),0.014557987465286922,0.013559743144312237,0.0158684975740913,0.01621430560815217,0.014859726177261676,0.014818097818805139,0.016288203894376792,0.015489041600214994,0.013766635741384701,0.010563757085567596,0.011410055504977736,0.012841838995212244,0.00021193499903945115,0.0001838666341397227,0.0002518092152589415,0.0002629037063545549,0.0002208114620631959,0.00021957602296767762,0.0002653055861047913,0.0002399104096931907,0.00018952025963597072,0.00011159296376287959,0.00013018936662667274,0.00016491282877895383,(-16.17389631018974+1.5873345001488182e-16j),(nan+0j),(1.9866830649891634-2.2866116992823427e-18j),(nan+0j),(nan+0j),(-0.454531008134774+1.1279173125588431e-17j),(6.398463208741107-1.371810068352773e-15j),(73.37970812742907-7.493843205921664e-14j),(-20.750457526992367-2.8789681185541205e-14j),(2.2154623434531566-8.562000644775477e-17j),(-3.2424181949566107-3.5978941362983985e-16j),(nan+0j),(74.4766668380353+4.021656737564783e-16j),(nan+0j),(0.15387753253356662+2.4243948321552032e-19j),(nan+0j),(nan+0j),(18.887535895266254+3.6988503763910703e-16j),(200.47981959396932-1.4073200853919989e-14j),(11146.050674753686-7.829744678875366e-12j),(2962.662548584577+1.068119624373094e-11j),(11.819667452190888-7.63638961748238e-16j),(-29.890404405002762-9.63515613350091e-16j),(nan+0j)
patient258_6,,(-0.00044278151387971125-1.1437737204242684e-19j),(-0.0006358986829425311-9.531447670202238e-20j),(0.0007790470669492951-1.9062895340404475e-20j),(-0.002368126883120935+7.62515813616179e-20j),(-0.0037358087334361458-7.62515813616179e-20j),(0.00017739468712475604-4.765723835101119e-21j),(-0.0009226893641272746-9.531447670202238e-20j),(0.0022946244640794375+2.859434301060671e-20j),(0.0005268767111610373+3.812579068080895e-20j),(-0.002610815643228646+7.62515813616179e-20j),(7.344332566530193e-05+3.812579068080895e-20j),(-0.0011466508957423671+1.9062895340404475e-20j),0.018217677681094026,0.01633254548242913,0.01391876280970502,0.01278368291031607,0.0144991387374668,0.016191437396289903,0.013641605993060791,0.013773086225985965,0.016483947072999623,0.01498959354259099,0.008067112619686031,0.009530696701600788,0.0003318837800922314,0.00026675204193561615,0.00019373195815282755,0.00016342254875150716,0.00021022502412831033,0.00026216264495797513,0.0001860934140699121,0.00018969790418844432,0.00027172051110545286,0.00022468791457208552,6.507830601869761e-05,9.083417961790415e-05,(0.12904554205600577+1.4924094947122019e-16j),(nan+0j),(nan+0j),(nan+0j),(-2.234142504065817+4.9362015369944324e-17j),(nan+0j),(-3.9609763517876+6.138970647186123e-16j),(7.416228568687287-5.281521958714297e-16j),(-7.345086782359076-5.0204434844807435e-17j),(nan+0j),(15.931574141705761+1.6851809635834018e-15j),(nan+0j),(52.2437034961155+9.866286807954332e-16j),(nan+0j),(nan+0j),(nan+0j),(42.459823852224496+5.249730385620333e-15j),(nan+0j),(259.584580818229-1.3034663766923063e-14j),(8.538975858625387-5.342556309293314e-16j),(-41.386906055798576-2.141221993423263e-16j),(nan+0j),(199.1276587636721+2.850705395733961e-14j),(nan+0j)
patient258_7,,(-0.0012850011865879508+7.461176240760461e-20j),(-0.0019942660442578163+0j),(0.0001981493470278162-1.8652940601901153e-20j),(0.0024066382799437162+5.829043938094111e-21j),(-0.0007311821860161551+4.430073392951524e-20j),(-0.006400024357982924-1.0259117331045634e-19j),(3.0686725376309546e-05+8.393823270855519e-20j),(0.00023732845282348146+1.119176436114069e-19j),(0.0010096489197241856-3.2642646053327016e-20j),(-0.00010141414260606792-4.663235150475288e-21j),(-0.000149122560184623+2.7979410902851727e-20j),(0.0005105870667484453-9.326470300950577e-21j),0.014134935339434714,0.015684348821878056,0.016391588396596702,0.013800332030806804,0.015447561755376704,0.014270887550568365,0.01424291934912993,0.013983284059383991,0.015417250172477732,0.011942308153340738,0.012919143871958048,0.01082067875946146,0.00019979639705000035,0.0002459987979663476,0.0002686841701634436,0.00019044916416051223,0.00023862716418617701,0.00020365823148096716,0.00020286075158581975,0.00019553223308542243,0.00023769160288076468,0.00014261872402934866,0.00016690427838435122,0.0001170870888154604,(-0.2677716713500998-2.390230147962238e-18j),(nan+0j),(9.453308450431098+1.0849117361968635e-15j),(nan+0j),(nan+0j),(-2.5676430841475635-1.0268901005496458e-16j),(nan+0j),(-3.001578563497024-1.2121213943506824e-16j),(10.483147716394722-1.3872384854493865e-16j),(-5.102667410011232-6.617184659001149e-17j),(nan+0j),(-6.054925550395957-6.829073443663825e-17j),(17.5672515026734+1.7698288422508006e-16j),(nan+0j),(119.09176647177637+2.0007755478610035e-14j),(nan+0j),(nan+0j),(4.18236065764949-1.2785211240086108e-16j),(nan+0j),(83.1212957748606+5.9864303032754346e-15j),(-26.884708771702076-5.354934149955147e-16j),(-16.144698271597093-3.059073261219972e-16j),(nan+0j),(-417.4578043692998-3.123575297791436e-14j)
patient258_8,,(-0.002161179186692748-3.7305881203802306e-20j),(-0.0017226044852712327-1.3989705451425866e-19j),(0.0001543865695688904-3.7305881203802306e-20j),(-0.0022030123921568715+1.4922352481520922e-19j),(0.0025068344852194648+1.9818749389519974e-20j),(0.00015189616409035437-1.8652940601901153e-20j),(-0.00018531141110186716+0j),(0.0013238781517249274-3.7305881203802306e-20j),(-9.516155291968608e-05+4.1969116354277596e-20j),(-0.0010383951572638078+1.8652940601901153e-20j),(-0.00022263026287792204+3.7305881203802306e-20j),(-0.00040026505203735963-7.694337998284225e-20j),0.016072280870416296,0.014809996829754792,0.015512383986384952,0.016433984709024293,0.0149120196513806,0.014669689181038555,0.01491858818100236,0.013819272099797515,0.014234606277292217,0.011669485977545833,0.01206036108979058,0.013296798074394035,0.0002583182123775496,0.00021933600609734695,0.00024063405694105228,0.0002700758534164443,0.00022236833008316124,0.00021519978066827965,0.00022256427331434334,0.000190972281368242,0.000202624015869527,0.00013617690298013883,0.00014545230961613464,0.00017680483903120893,(-2.0322191803993-8.403442032938134e-18j),(nan+0j),(-2.670923592961926+4.819379679036326e-17j),(nan+0j),(1.2748696796078804+5.699321317929164e-16j),(nan+0j),(85.27870755874986-7.503395626718497e-15j),(16.727591466748574+2.5258946832080664e-16j),(-3.967900101121074-1.9911986555602805e-15j),(nan+0j),(nan+0j),(-11.671566055513702+5.216621512488516e-16j),(22.393980737558397-6.184720759989035e-16j),(nan+0j),(6.680292736247496+8.955522359744526e-17j),(nan+0j),(24.444952957396076+3.608785326922999e-15j),(nan+0j),(8489.929882076298+0j),(52.01698248230015+8.943143906222315e-15j),(204.33287426092244-6.67609373857439e-14j),(nan+0j),(nan+0j),(-79.73353877001398+4.629574708429854e-15j)
patient258_9,,(-0.0006998579183464519-7.975740119433596e-20j),(-0.0021900071518247567+7.975740119433596e-20j),(0.00023449639669512494-3.987870059716798e-20j),(-0.0013456979297046506-3.987870059716798e-20j),(0.00021409120058427992+0j),(0.0010240889597224123+0j),(0.0003584434157024783+1.1963610179150394e-19j),(-0.000777132814865709+4.984837574645997e-21j),(-0.0005007450358693683-4.9848375746459973e-20j),(-0.001540047351539531-1.993935029858399e-20j),(-0.0013907227142816204+1.993935029858399e-20j),(-0.0005162073884339686-9.969675149291995e-21j),0.01641666349787273,0.016164051286370586,0.018116712886233705,0.015245923306123555,0.013370163836050811,0.014662493332372788,0.01371322994885887,0.01417880189897869,0.013078419220237492,0.011312678310263283,0.010848222205480387,0.014813240431281332,0.00026950684040238693,0.00026127655398841857,0.0003282152858022264,0.00023243817745620138,0.00017876128100284094,0.00021498871072187647,0.00018805267563027985,0.0002010384232904817,0.00017104504930027747,0.00012797669055150134,0.00011768392501947777,0.00021943209207494794,(-1.6263187736350173+7.140719663020643e-17j),(nan+0j),(-50.76645544208643-4.047837195575781e-15j),(nan+0j),(-2.4899448402132616+2.4294376358400175e-17j),(nan+0j),(nan+0j),(20.571629048094696+4.847056042786021e-16j),(nan+0j),(nan+0j),(nan+0j),(-4.2707757042253895-8.557090979752323e-17j),(7.998814745030705+0j),(nan+0j),(492.7159336873126+5.2584271431279524e-14j),(nan+0j),(15.662418072087068-1.8323930083632812e-16j),(nan+0j),(nan+0j),(162.70163648609042-1.8590269290810987e-14j),(nan+0j),(nan+0j),(nan+0j),(-3.0690697771611406+2.182593523689618e-16j)
